artifact;repository
org.ow2.util:util-ee-metadata;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.util.maven:maven-osgi-plugin-launcher;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.util:util-security-impl;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.petals.samples:petals-jsr181-parent;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.util:util-ee-deploy;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.openmuc.framework:openmuc-driver-amqp;none
org.openmuc.framework:openmuc-server-iec61850;none
org.openmuc.framework:openmuc-driver-iec61850;none
org.openmuc.framework:openmuc-webui-simpledemovisualisation;none
org.openmuc.framework:openmuc-driver-iec62056p21;none
org.openl.rules.demo:org.openl.rules.demo.webservice;scm:git:git://openl-tablets.git.sourceforge.net/gitroot/openl-tablets/openl-tablets
org.openmuc:jmbus;none
org.mvnpm:o11y_schema;git@git.soma.salesforce.com:instrumentation/o11y-schema
org.mvnpm:o11y;git@git.soma.salesforce.com:instrumentation/o11y-client
org.mybatis.scala:mybatis-scala-core;scm:svn:https://mybatis.googlecode.com/svn/sub-projects/scala/tags/mybatis-scala-1.0.0
org.mortbay.jetty:jetty-maven-jspc-plugin;scm:svn:https://svn.codehaus.org/jetty/jetty/tags/jetty-7.0.0pre1
org.mortbay.jetty:libsetuid-linux;scm:svn:https://svn.codehaus.org/jetty-contrib/tags/jetty-contrib-7.0.0pre1
net.java.dev.weblets:weblets-api;scm:svn:https://weblets.dev.java.net/svn/weblets/tags/1.1.1-BETA-1
org.jbox2d:jbox2d-testbed-jogl;scm:svn:https://jbox2d.googlecode.com/svn/tags/jbox2d-2.2.1.1
org.ikasan.demo:demoErrorPublication-war;scm:svn:http://open.jira.com/svn/IKASAN/tags/ikasan-0.8.4
org.ikasan.demo:demoErrorPublication-app;scm:svn:http://open.jira.com/svn/IKASAN/tags/ikasan-0.8.4
org.ikasan:ikasan-framework-0.7.10-compatibility;scm:svn:http://open.jira.com/svn/IKASAN/tags/ikasan-0.8.4
org.ikasan:architecture-guide;scm:svn:http://open.jira.com/svn/IKASAN/tags/ikasan-0.8.4
org.gov4j.thirdparty.org.apache.cxf:cxf-rt-rs-security-jose;scm:none
org.everit.osgi.dev.dist.v4_0_0:eosgi-dist-felix_5.6.2;no-scm
org.everit.osgi.dev.dist:eosgi-dist-equinox_3.10.100-yajsw;no-scm
org.dromara:easy-trans-spring-boot-starter;git@gitee.com:fhs-opensource/easy_trans.git
org.cometd.java:cometd-java-project;scm:svn:https://svn.cometd.org/tags/1.1.5
org.bluestemsoftware.open.eoa.ext:credential-store-xml;scm:svn:svn://alakai.org/eoa/extensions/trunk
org.bluestemsoftware.open.eoa.ext:xpath-10-jaxen;scm:svn:svn://alakai.org/eoa/extensions/trunk
org.apache.tamaya.ext:tamaya-examples; https://git-wip-us.apache.org/repos/asf?p=incubator-tamaya.git 
org.apache.uima:ConfigurableFeatureExtractor; http://svn.apache.org/viewvc/uima/addons/tags/uima-addons-2.3.1-rc5/ConfigurableFeatureExtractor 
org.apache.isis.module:isis-module-devutils-impl;git://git.apache.org/isis.git/core
org.apache.isis.module:isis-module-settings-impl-jdo;git://git.apache.org/isis.git/core
org.apache.airavata:airavata-test-suite; https://git-wip-us.apache.org/repos/asf?p=airavata.git
org.apache.airavata:airavata-workflow-model-parent; https://git-wip-us.apache.org/repos/asf?p=airavata.git
org.apache.airavata:airavata-gfac-gsissh; https://git-wip-us.apache.org/repos/asf?p=airavata.git
org.apache.airavata:gfac; https://git-wip-us.apache.org/repos/asf?p=airavata.git
org.apache.airavata:airavata-workflow-engine; https://git-wip-us.apache.org/repos/asf?p=airavata.git
edu.uiuc.ncsa.myproxy:oa4mp-client-oauth1;scm:svn:https://jeff92@svn.code.sf.net/p/cilogon/code/trunk/edu.uiuc.ncsa/myproxy
edu.uiuc.ncsa.myproxy:oa4mp-client-loader-oauth1;scm:svn:https://jeff92@svn.code.sf.net/p/cilogon/code/trunk/edu.uiuc.ncsa/myproxy
org.andromda.samples.crud:crud-web;scm:svn:http://andromda.svn.sourceforge.net/svnroot/andromda/trunk/samples/crud/
net.tavoos.adnetwork:ad-network;PUBLISH_SCM_URL
net.vsame:url2sql;git@git.oschina.net:gaollg/Url2Sql.git
nl.coffeeit.bagtag:bagtag-library;No url
com.ibm.websphere.appserver.spi:com.ibm.websphere.appserver.spi.scalingController;private
com.ibm.websphere.appserver.spi:com.ibm.websphere.appserver.spi.timedOperations;private
com.ibm.websphere.appserver.spi:com.ibm.websphere.appserver.spi.usageMetering;private
com.ibm.websphere.appserver.spi:com.ibm.websphere.appserver.spi.zosCommandProcessing;private
com.ibm.websphere.appserver.spi:com.ibm.websphere.appserver.spi.zosConnect;private
com.ibm.websphere.appserver.api:com.ibm.websphere.appserver.api.dynamicRouting;private
com.ibm.websphere.appserver.api:com.ibm.websphere.appserver.api.security.authorization.saf;private
com.ibm.websphere.appserver.api:com.ibm.websphere.appserver.api.security.registry.saf;private
com.ibm.websphere.appserver.api:com.ibm.websphere.appserver.api.zosLocalAdapters;private
com.ibm.websphere.appserver.api:com.ibm.websphere.appserver.api.zosLocalAdapters.jakarta;private
net.sourceforge.kivu4j:job-services;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.0
net.ryian:ryian-commons;git@git.oschina.net:allenwc/ryian.git
net.sf.testium:selenium-plugin;ssh://testium.git.sourceforge.net/gitroot/testium/SeleniumPlugin
net.sf.snmpadaptor4j:snmpAdaptor4j-jmx;scm:svn:http://svn.code.sf.net/p/snmpadaptor4j/code/tags/v1.1
net.sf.sparta-spring-web-utils:spring-web-utils;svn://svn.code.sf.net/p/sparta-spring-web-utils/code/
net.sourceforge.jfacets:jfacets-web;scm:svn:https://jfacets.svn.sourceforge.net/svnroot/jfacets/trunk
net.sourceforge.openutils:openutils-mgnlmedia;scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlmedia-5.0.10
net.sourceforge.kivu4j:utils-test;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.0
net.sf.gnu-hylafax:gnu-hylafax-utils;scm:svn:https://gnu-hylafax.svn.sourceforge.net/svnroot/gnu-hylafax/tags/1.0.3/gnu-hylafax-utils
net.ryian:ryian-web-archetype;git@git.oschina.net:allenwc/ryian.git
net.sf.csv-bean:row-bean-dist;scm:git:ssh://ogodineau@git.code.sf.net/p/csv-bean/row-bean
net.sourceforge.openutils:openutils-mgnlcontextmenu;scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlcontextmenu-5.0.10
net.sourceforge.kivu4j.utils:kivu4j-utils-api;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.1
net.sourceforge.kivu4j.job:kivu4j-job-hibernate;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.1
net.sourceforge.kivu4j:utils-json;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.0
net.sourceforge.kivu4j.job:kivu4j-job-services;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.1
net.sf.snmpadaptor4j:snmpAdaptor4j-example;scm:svn:http://svn.code.sf.net/p/snmpadaptor4j/code/tags/v1.1
net.sourceforge.kivu4j:job-db;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.0
net.sf.doolin:javadocking;-
net.sf.csv-bean:row-bean-core;scm:git:ssh://ogodineau@git.code.sf.net/p/csv-bean/row-bean
net.sf.testium:testium-selenium-support;ssh://testium.git.sourceforge.net/gitroot/testium/testium-selenium-support
net.ryian:ryian-orm;git@git.oschina.net:allenwc/ryian.git
net.sf.testium:perl-testium-plugin;ssh://testium.git.sourceforge.net/gitroot/testium/perl_plugin
net.sourceforge.kivu4j:utils-struts;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.0
net.sf.testium:shell-testium-plugin;ssh://testium.git.sourceforge.net/gitroot/testium/shell_plugin
net.southbird:southbird-cas;scm:git@git.oschina.net:minotau/southbird-cas.git
net.sourceforge.kivu4j:utils-api;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.0
net.sourceforge.kivu4j.utils:kivu4j-utils-lang;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.1
net.sf.csv-bean:row-bean-parent;scm:git:ssh://ogodineau@git.code.sf.net/p/csv-bean/row-bean
net.sourceforge.kivu4j.utils:kivu4j-utils-hibernate;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/utils-1.1
net.sf.magicgrouplayout:magicgrouplayout;svn:svn.code.sf.net/p/magicgrouplayout/code/magicgrouplayout-code
net.oschina.j2cache:j2cache;git@gitee.com:ld/J2Cache.git
net.oschina.j2cache:j2cache-hibernate3;git@gitee.com:ld/J2Cache.git
net.oschina.j2cache:j2cache-spring-boot-starter;git@gitee.com:ld/J2Cache.git
net.oschina.j2cache:j2cache-hibernate5;git@gitee.com:ld/J2Cache.git
net.oschina.dajiangnan:miniServer;git@git.oschina.net:dajiangnan/miniServer.git
net.oschina.myzhang:LuceneX;git@gitee.com:Myzhang/LuceneX.git
net.oschina.j2cache:j2cache-mybatis;git@gitee.com:ld/J2Cache.git
net.oschina.j2cache:j2cache-session-manager;git@gitee.com:ld/J2Cache.git
net.oschina.htmlsucker:HtmlSucker;git@gitee.com:ld/HtmlSucker.git
net.oschina.dajiangnan:cmppclient;git@git.oschina.net:dajiangnan/cmppclient.git
net.oschina.haopeng:simple-orm;git@git.oschina.net:haopeng/simple-orm.git
net.oschina.arvin:multi-field-sort;git@git.oschina.net:arvin/multi-field-sort.git
net.oschina.dajiangnan:wx;git@git.oschina.net:dajiangnan/wx.git
net.hasor:hasor-tconsole;git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-spring;git@git.oschina.net:zycgit/hasor.git
net.hasor:dataql-maven-plugin;git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-parent;git@git.oschina.net:zycgit/hasor.git
net.jawr:jawr-integration-test;scm:svn:https://svn.java.net/svn/jawr~svn/core/tags/jawr-core-parent-3.5
net.hasor:neta-codec;git@git.oschina.net:zycgit/neta.git
net.hasor:cobble-logging;git@git.oschina.net:zycgit/cobble.git
net.java.dev.glazedlists:glazedlists; https://glazedlists.dev.java.net/source/browse/glazedlists/ 
net.israfil.services.mail:israfil-mail-service-api;scm:svn:https://israfil-mail-service.googlecode.com/svn/tags/RELEASE/israfil-mail-service-parent-0.6
net.hasor:hasordb-parent;git@git.oschina.net:zycgit/hasordb.git
net.hasor:hasor-land;git@git.oschina.net:zycgit/hasor.git
net.israfil.foundation:israfil-foundation-cache;scm:svn:https://israfil-foundation.googlecode.com/svn/tags/RELEASE/israfil-foundation-cache-1.0.0
net.hasor:hasor-rsf;git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-dataql-fx-basic;git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-quick; git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-dataql;git@git.oschina.net:zycgit/hasor.git
net.hasor:dbvisitor-faker;git@git.oschina.net:zycgit/dbvisitor.git
net.hasor:hasor-mvc;git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-dataql-fx;git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-all;git@git.oschina.net:zycgit/hasor.git
net.jawr.extensions:jawr-dwr2.x-webapp-sample;scm:svn:https://svn.java.net/svn/jawr~svn/extensions/dwr2.x/tags/jawr-dwr2.x-parent-3.5
net.java.dev.weblets:weblets-exampleweblet;scm:svn:https://weblets.dev.java.net/svn/weblets/tags/weblets-1.0
net.hasor:hasor-test; git@git.oschina.net:zycgit/hasor.git
net.hasor:hasor-mvc-web; git@git.oschina.net:zycgit/hasor.git
net.jawr.extensions:jawr-spring-2.0.x-integration-test;scm:svn:https://svn.java.net/svn/jawr~svn/extensions/spring-2.0.x/tags/jawr-spring-2.0.x-parent-3.5
net.hasor:dbvisitor-dependencies;git@git.oschina.net:zycgit/dbvisitor.git
net.jawr:basicwebapp;scm:svn:https://svn.java.net/svn/jawr~svn/core/tags/jawr-core-parent-3.5
net.jawr.extensions:jawr-dwr2.x-integration-test;scm:svn:https://svn.java.net/svn/jawr~svn/extensions/dwr2.x/tags/jawr-dwr2.x-parent-3.5
com.projectdarkstar.server:sgs-server-api; https://sgs-server.dev.java.net/source/browse/sgs-server/trunk 
net.eksb:kswingutil;not used
net.coderazzi:tablefilter-swing-java5;scm:hg:file:///home/luismi/development/workspace/tablefilter-swing-java5
net.dreamlu:tio-websocket-common;svn://gitee.com/tywo45/t-io
net.dreamlu:tio-websocket-client;svn://gitee.com/tywo45/t-io
net.dreamlu:mica-mqtt-common;git@gitee.com/596392912/mica-mqtt.git/mica-mqtt-common
net.dreamlu:tio-webpack-parent;svn://gitee.com/tywo45/tio-webpack
net.dubboclub:DubboM-all;git@git.oschina.net:bieber/DubboM.git
net.anotheria:ano-uitest;svn:svn://svn.anotheria.net/opensource/ano-uitest/tags/ano-uitest-1.0.0
net.dreamlu:tio-core;svn://gitee.com/tywo45/t-io
net.dreamlu:mica-mqtt-core;git@gitee.com/596392912/mica-mqtt.git/mica-mqtt-core
net.dreamlu:jfinal-mica-mqtt-server;git@gitee.com/596392912/mica-mqtt.git/starter/jfinal-mica-mqtt-server
net.dreamlu:mica-mqtt-codec;git@gitee.com/596392912/mica-mqtt.git/mica-mqtt-codec
net.dreamlu:tio-http-server;svn://gitee.com/tywo45/t-io
net.dreamlu:tio-http-parent;svn://gitee.com/tywo45/t-io
net.dreamlu:mica-mqtt-client-jfinal-plugin;git@gitee.com/596392912/mica-mqtt.git/starter/mica-mqtt-client-jfinal-plugin
net.dreamlu:mica-mqttx-core;git@gitee.com/596392912/mica-mqtt.git/mica-mqttx-core
net.dreamlu:tio-websocket-parent;svn://gitee.com/tywo45/t-io
net.dreamlu:mica;git@gitee.com/596392912/mica.git
net.dreamlu:JFinal-event;git@git.oschina.net/596392912/JFinal-event.git
net.dreamlu:mica-mqttx-server;git@gitee.com/596392912/mica-mqtt.git/mica-mqttx-server
net.anotheria:moskito-webcontrol;svn:svn://svn.anotheria.net/opensource/moskito/tags/moskito-2.2.6
net.dreamlu:mica-mqttx-codec;git@gitee.com/596392912/mica-mqtt.git/mica-mqttx-codec
net.dreamlu:mica-mqttx-client;git@gitee.com/596392912/mica-mqtt.git/mica-mqttx-client
net.dreamlu:jfinal-mica-mqttx-client;git@gitee.com/596392912/mica-mqtt.git/starter/jfinal-mica-mqttx-client
net.dreamlu:tio-webpack-core;svn://gitee.com/tywo45/tio-webpack
net.dreamlu:tio-parent;svn://gitee.com/tywo45/t-io
net.dreamlu:JFinal-jade4j;git@git.oschina.net/596392912/JFinal-jade4j.git
net.anotheria:moskitodemo;svn:svn://svn.anotheria.net/opensource/moskito/tags/moskito-2.0.2
net.dreamlu:JFinal-assets;git@gitee.com/596392912/JFinal-assets.git
net.dreamlu:JFinal-ueditor;git@git.oschina.net/596392912/JFinal-ueditor.git
net.dreamlu:mica-mqtt-server-solon-plugin;git@gitee.com/596392912/mica-mqtt.git/starter/mica-mqtt-server-solon-plugin
net.anotheria:ano-search;svn:svn://svn.anotheria.net/opensource/ano-search/tags/ano-search-2.0.0
net.dreamlu:mica-mqtt-model;git@gitee.com/596392912/mica-mqtt.git/mica-mqtt-model
net.dreamlu:mica-net;git@gitee.com/596392912/mica-mqtt.git
net.anotheria:ano-site-parents;svn:svn://svn.anotheria.net/opensource/ano-site-parents/tags/ano-site-parents-2.5.4
net.anotheria:ano-site-cms;svn:svn://svn.anotheria.net/opensource/ano-site-parents/tags/ano-site-parents-2.5.4/ano-site-cms
net.dreamlu:Spring-Ueditor;git@gitee.com/dreamlu/Spring-Ueditor.git
me.proton.mail.common:lib;null
me.soliveirajr:menta-affinity;svn://soliveirajr.com/mentaaffinity/tags/menta-affinity-0.9.7
me.soliveirajr:menta-regex;svn://soliveirajr.com/mentaregex/tags/menta-regex-0.9.5
me.icymint:libra-parent;file:///F:/App/421/libra-parent/.git/
com.alipay.sdk:alipaysdk-android;private
live.100ms.groupie:groupie-viewbinding;SCM is private
javax.batch:javax.batch-api-all;git://java.net/jbatch~jsr-352-git-repository
live.100ms:android-sdk;SCM is private
live.100ms:video-filters;SCM is private
live.100ms:hls-player;SCM is private
live.100ms:video-view;SCM is private
live.100ms:virtual-background;SCM is private
live.100ms.groupie:groupie;SCM is private
live.100ms.groupie:groupie-databinding;SCM is private
it.tidalwave.bluebill:bluebill-mobile-resources;${scm.repo.browse.url}
it.tidalwave.thesefoolishthings:it.tidalwave.stopwatch;${scm.repo.browse.url}
it.tidalwave.superpom:platform;${scm.repo.browse.url}
it.tidalwave.thesefoolishthings:it.tidalwave.swing.beansbinding;${scm.repo.browse.url}
it.amattioli:applicate;scm:svn:https://javate.svn.sourceforge.net/svnroot/javate/javate-1/tags/javate-1.0.7
it.amattioli:multimodule-zk;scm:git:git://git.code.sf.net/p/javate/multimodulegit
it.amattioli:dominate-hibernate;scm:svn:https://javate.svn.sourceforge.net/svnroot/javate/javate-1/tags/javate-1.0.7
it.tidalwave.superpom:libraries;${scm.repo.browse.url}
it.amattioli:multimodule-db;scm:git:git://git.code.sf.net/p/javate/multimodulegit
it.tidalwave.superpom:platform11;${scm.repo.browse.url}
it.tidalwave.superpom:platform13;${scm.repo.browse.url}
it.tidalwave.thesefoolishthings:it.tidalwave.util.logging;${scm.repo.browse.url}
it.amattioli:archetypes;scm:svn:https://javate.svn.sourceforge.net/svnroot/javate/javate-1/tags/javate-1.0.7
com.unity3d.ads-mediation:mediation-sdk;Not available for public access
io.vertx:hello-mod;urltoyourrepo-e.g.githubrepourl
io.springboot:knife4j-openapi3-ui;git@gitee.com:xiaoym/knife4j.git
io.springboot:knife4j;git@gitee.com:xiaoym/knife4j.git
io.springboot:knife4j-boot-openapi3-ui;git@gitee.com:xiaoym/knife4j.git
io.openml:gearbox;dummy tag for maven central
io.openapiprocessor:openapi-processor-core-parser-api;openapi-processor/openapi-processor-base
io.openapiprocessor:openapi-processor-core-parser-swagger;openapi-processor/openapi-processor-base
io.openapiprocessor:openapi-processor-core;openapi-processor/openapi-processor-base
io.openapiprocessor.build.plugin.publish-central:io.openapiprocessor.build.plugin.publish-central.gradle.plugin;openapi-processor/gradle-build-plugins
io.openapiprocessor:openapi-processor-json;openapi-processor/openapi-processor-json
io.openapiprocessor.build.plugin.create-versions:io.openapiprocessor.build.plugin.create-versions.gradle.plugin;openapi-processor/gradle-build-plugins
io.openapiprocessor:openapi-processor-test-api;openapi-processor/openapi-processor-base
io.openapiprocessor:openapi-processor-micronaut;openapi-processor/openapi-processor-micronaut
io.openapiprocessor.build.plugin.publish-maven:io.openapiprocessor.build.plugin.publish-maven.gradle.plugin;openapi-processor/gradle-build-plugins
io.openapiprocessor.build.plugin.publish-base:io.openapiprocessor.build.plugin.publish-base.gradle.plugin;openapi-processor/gradle-build-plugins
io.openapiprocessor:build-plugins;openapi-processor/gradle-build-plugins
io.openapiprocessor:openapi-processor-test;openapi-processor/openapi-processor-base
io.openapiprocessor:openapi-processor-core-parser-openapi4j;openapi-processor/openapi-processor-base
io.openapiprocessor.build.plugin.publish:io.openapiprocessor.build.plugin.publish.gradle.plugin;openapi-processor/gradle-build-plugins
io.meshware.cache:cache-redis;scm:git:https://github.com/meshware
io.meshware.cache:cache-ohc;scm:git:https://github.com/meshware
io.meshware.cache:cache-consul;scm:git:https://github.com/meshware
io.meshware.cache:cache-api;scm:git:https://github.com/meshware
io.meshware.cache:cache-ihc;scm:git:https://github.com/meshware
io.kettufy:kettufy-bom;PRIVATE
io.jpom.jpom-plugin:jpom-maven-plugin;git@gitee.com:keepbx/Jpom-Plugin.git
io.jpom.plugins:email;git@gitee.com:dromara/Jpom.git
io.jpom.plugins:jpom-plugins-parent;git@gitee.com:dromara/Jpom.git
io.jpom.jpom-plugin:jpom-plugin-parent;git@gitee.com:keepbx/Jpom-Plugin.git
io.jpom.jpom-plugin:netty;git@gitee.com:keepbx/Jpom-Plugin.git
io.jpom.plugins:db-h2;git@gitee.com:dromara/Jpom.git
io.jpom.plugins:auto-charset-jchardet;git@gitee.com:dromara/Jpom.git
io.jpom.plugins:webhook;git@gitee.com:dromara/Jpom.git
io.jpom.plugins:docker-cli;git@gitee.com:dromara/Jpom.git
io.jpom.jpom-plugin:parent;git@gitee.com:keepbx/Jpom-Plugin.git
cn.jiangzeyin.fast-boot:common-boot;git@gitee.com:jiangzeyin/common-boot.git
com.jfinal:jfinal-java8;git@gitee.com:jfinal/jfinal.git
com.jfinal:jfinal-undertow;git@gitee.com:jfinal/jfinal-undertow.git
io.inai.payments:android-sdk;github.com/inaitech
io.higson:higson-persistence;ssh://gerrit.decerto.pl:29418/decerto/products/mpp.git/higson-persistence
io.higson:spring-boot-starter-higson-runtime;ssh://gerrit.decerto.pl:29418/decerto/products/mpp.git/spring-boot-starter-higson-runtime
io.github.xiaoyudeguang:easy-satoken;git@gitee.com:xiaoyudeguang/easy-satoken.git
io.github.yongzhuzl:commonutil;git@gitee.com:yongzhuzl/commonutil.git
io.github.xiaoyudeguang:easy-openapi2;git@gitee.com:xiaoyudeguang/easy-openapi2.git
io.github.xiaoyudeguang:quick-request;git@gitee.com:quick-data/quick-request.git
io.github.xiaoyudeguang:easy-openapi;git@gitee.com:easy-framework/easy-openapi.git
io.github.xiaoyudeguang:quick-nacos;git@gitee.com:quick-data/quick-nacos.git
io.github.xiaoyudeguang:quick-log-view;git@gitee.com:quick-data/quick-log-view.git
io.github.yusufceylan:my-awesome-library;Some url
io.github.xiaoyudeguang:easy-apt-support;git@gitee.com:xiaoyudeguang/easy-apt-support.git
io.github.xiaoyudeguang:quick-ui;git@gitee.com:quick-data/quick-ui.git
io.github.xiaoyudeguang:quick-editor-jakarta;git@gitee.com:quick-data/quick-editor-jakarta.git
io.github.yusufceylan:my-awesome-library-iossimulatorarm64;Some url
io.github.yusufceylan:my-awesome-library-iosx64;Some url
io.github.xiaoyudeguang:quick-actuator;git@gitee.com:quick-data/quick-actuator.git
io.github.yusufceylan:my-awesome-library-android;Some url
com.bytedance.applog:RangersAppLog-Lite-cn;private
com.linecorp.adsnetwork:fivead;private repository
com.unity3d.ads-mediation:adquality-sdk;Not meant for public access
com.unity3d.ads-mediation:applovin-adapter;Not available for public access
com.unity3d.ads-mediation:aps-adapter;Not available for public access
com.unity3d.ads-mediation:bidmachine-adapter;Not available for public access
com.unity3d.ads-mediation:bigo-adapter;Not available for public access
com.unity3d.ads-mediation:facebook-adapter;Not available for public access
com.unity3d.ads-mediation:hyprmx-adapter;Not available for public access
com.unity3d.ads-mediation:pangle-adapter;Not available for public access
com.unity3d.ads-mediation:smaato-adapter;Not available for public access
com.fhs-opensource:easy-trans-mybatis-plus-extend;git@gitee.com:fhs-opensource/easy_trans.git
com.fhs-opensource:easy-trans-spring-boot-starter;git@gitee.com:fhs-opensource/easy_trans.git
io.github.stackableregiments:metl-h2_2.11;github.com/stackableregiments
io.github.stackableregiments:persisted-metl_2.11;github.com/stackableregiments
io.github.stary1993:kite-xss-boot-starter;git@gitee.com/stary1993/kite.git
io.github.stackableregiments:form-authentication_2.11;github.com/stackableregiments
io.github.stackableregiments:cas-authentication_2.11;github.com/stackableregiments
io.github.stackableregiments:metldata_2.11;github.com/stackableregiments
io.github.stackableregiments:common-utils_2.11;github.com/stackableregiments
io.github.stackableregiments:xmpp_2.11;github.com/stackableregiments
io.github.stackableregiments:slide-renderer_2.11;github.com/stackableregiments
