artifact;repository
top.yoohome:util-json;git@gitee.com:yoohome-repo/util-test.git
top.52helper:docker-publish;this is a default description
top.xtcoder:prbase;git@gitee.com:xtsdstcml/jdcbase
top.yoohome:UTools-all;git@gitee.com:yoohome-repo/UTools.git
top.52helper.maven-publish:top.52helper.maven-publish.gradle.plugin;this is a default description
top.magicpotato:spring-boot-fast-quartz-starter;git@gitee.com:ycl1016/spring-boot-fast-quartz-starter.git
top.xtcoder:prrbac;git@gitee.com:xtsdstcml/jdcbase
top.magicpotato:spring-boot-open-feign-starter;git@gitee.com:ycl1016/spring-boot-open-feign-starter.git
top.52helper:quickly-starter;this is a default description
top.52helper:quickly-web;this is a default description
top.yoohome:util;git@gitee.com:yoohome-repo/util-test.git
top.xtcoder:pruser;git@gitee.com:xtsdstcml/jdcbase
com.github.xiaoymin:knife4j-openapi3-ui;git@gitee.com:xiaoym/knife4j.git
com.jfinal:jfinal;git@gitee.com:jfinal/jfinal.git
com.github.xiaoymin:knife4j-micro-spring-boot-starter;git@gitee.com:xiaoym/knife4j.git
com.github.xiaoymin:knife4j-openapi2-spring-boot-starter;git@gitee.com:xiaoym/knife4j.git
com.tencent.mm.opensdk:wechat-sdk-android;internal_repo
org.freeswitch.esl.client:org.freeswitch.esl.client;git://git.freeswitch.org/freeswitch-contrib.git
com.xmlcalabash:xmlcalabash;scm:git@codeberg.org:xmlcalabash/xmlcalabash3.git
com.jfinal:jfinal-weixin;git@gitee.com:jfinal/jfinal-weixin.git
com.github.xiaoymin:knife4j-annotations;git@gitee.com:xiaoym/knife4j.git
com.github.xiaoymin:knife4j-openapi3-spring-boot-starter;git@gitee.com:xiaoym/knife4j.git
tech.medivh:shengsheng-classpy;origin
tech.schoolhelper:moxy-x-app-compat;POM_URL
tech.medivh:medivh-publisher-example;upstream
tech.clarium.safez:spring-safez;PRIVATE REPOSITORY
tech.clarium.safez:safez-cryptx;PRIVATE REPOSITORY
org.osgi:org.osgi.annotation;private
com.beanit:jasn1;none
com.github.xingfudeshi:knife4j-openapi3-jakarta-spring-boot-starter;git@gitee.com:xiaoym/knife4j.git
org.osgi:org.osgi.enterprise;private
site.lizhivscaomei:standard-response;git@gitee.com:lizhivscaomei/treehelper.git
site.lingyang:YPush;~
sk.seges.acris:acris-theme-metal;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
sk.seges.acris:acris-binding;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
site.lingyang:YIM;~
site.lizhivscaomei:aliyunoss-spring-boot-starter;git@gitee.com:lizhivscaomei/treehelper.git
sk.seges.acris:acris-binding-api;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
sk.seges.acris:acris-site-gilead;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
site.lizhivscaomei:tree-helper;git@gitee.com:lizhivscaomei/treehelper.git
software.amazon.aps:aps-interactive-video-ads-android;ssh://git.amazon.com/pkg/APSInteractiveTVAndroidSDK
sk.seges.acris:acris-theme-shadow;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
sk.seges.acris:acris-binding-processor;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
sk.seges.acris:acris-security-gilead;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
sk.seges.acris:acris-os-build;scm:svn:https://acris.googlecode.com/svn/tags/acris-os-build/acris-os-build-1.2.2/source
com.amazon.android:aps-admob-adapter;ssh://git.amazon.com/pkg/APSServerlessAndroidAdMobAdapter
com.amazon.android:aps-sdk;ssh://git.amazon.com/pkg/DTBAndroidSDK
com.github.xiaoymin:knife4j-spring;git@gitee.com:xiaoym/knife4j.git
ru.yoomoney.sdk.guiCompose:compose-ui-lib;scm:git:ssh://git@bitbucket.yooteam.ru/ma/mobile-compose-ui-lib-android.git
se.jguru.nazgul.test.persistence:nazgul-core-persistence-test;${scm.url}
se.jguru.nazgul.core.poms.core-parent:nazgul-core-parent;${scm.url}
ru.yoomoney.sdk.auth:auth;scm:git:ssh://git@bitbucket.yooteam.ru/ma/money-auth-android.git
se.jguru.nazgul.core.resource.api:nazgul-core-resource-api;${scm.url}
ru.yoomoney.sdk.auth:api;ssh://git@bitbucket.yooteam.ru/ma/money-auth-android.git
se.jguru.nazgul.core.cache.api:nazgul-core-cache-api;${scm.url}
se.gawell:setrace-root;scm:git:ssh://niklasg@git.code.sf.net/p/setrace/code
se.jguru.nazgul.core.algorithms.launcher.api:nazgul-core-launcher-api;${scm.url}
ru.yoomoney.sdk.march:march;ssh://git@bitbucket.yooteam.ru/ma/march.git
se.jguru.nazgul.core.quickstart.api:nazgul-core-quickstart-api;${scm.url}
se.jguru.nazgul.core.xmlbinding.spi.jaxb:nazgul-core-xmlbinding-spi-jaxb;${scm.url}
ru.yoomoney.sdk.march:march-iossimulatorarm64;ssh://git@bitbucket.yooteam.ru/ma/march.git
se.vgregion.my-usd-issues:my-usd-issues-core-module-portlet;svn://vgr-utv-win01.vgregion.se/tags/my-usd-issues-system-1.4
se.jguru.nazgul.core.persistence.model:nazgul-core-persistence-model;${scm.url}
se.jguru.nazgul.core.resource.impl.resourcebundle:nazgul-core-resource-impl-resourcebundle;${scm.url}
se.gawell:setrace-spring;scm:git:ssh://niklasg@git.code.sf.net/p/setrace/code
ru.yoomoney.sdk.marchcompose:marchcompose-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-marchcompose-sdk.git
se.jguru.nazgul.core.osgi.launcher.api:nazgul-core-osgi-launcher-api;${scm.url}
ru.yoomoney.sdk.wallet:wallet;ssh://git@bitbucket.yamoney.ru/ma/money-wallet-sdk-android.git
se.jguru.nazgul.core.clustering.api:nazgul-core-clustering-api;${scm.url}
ru.yoomoney.sdk.auth:ui;ssh://git@bitbucket.yooteam.ru/ma/money-auth-android.git
se.jguru.nazgul.core.features:nazgul-core-features-assembly;${scm.url}
se.gawell:setrace-jersey;scm:git:ssh://niklasg@git.code.sf.net/p/setrace/code
se.jguru.nazgul.core.poms.core-model-parent:nazgul-core-model-parent;${scm.url}
se.gawell:fakeriak-war;scm:git:ssh://niklasg@git.code.sf.net/p/fakeriak/code
ru.yoomoney.sdk.gui:ui-lib;scm:git:ssh://git@bitbucket.yooteam.ru/ma/mobile-ui-lib-android.git
ru.yoomoney.sdk.partner-cards:partner-cards;ssh://git@bitbucket.yamoney.ru/ma/money-partner-cards-sdk-android.git
ru.yoomoney.sdk.yooprofiler:yooprofiler-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/ma/mobile-yooprofiler-sdk.git
ru.yoomoney.sdk.march:march-iosarm64;ssh://git@bitbucket.yooteam.ru/ma/march.git
se.jguru.nazgul.test.xmlbinding:nazgul-core-xmlbinding-test;${scm.url}
ru.yoomoney.sdk.march:march-android;ssh://git@bitbucket.yooteam.ru/ma/march.git
se.gawell:fakeriak-jar;scm:git:ssh://niklasg@git.code.sf.net/p/fakeriak/code
se.gawell:gmbroadcast;scm:git:ssh://niklasg@git.code.sf.net/p/gmbroadcast/code
se.jguru.nazgul.core.configuration.model:nazgul-core-configuration-model;${scm.url}
se.jguru.nazgul.test.osgi:nazgul-core-osgi-test;${scm.url}
se.jguru.nazgul.test.bundles.hello:nazgul-test-hello-reactor;${reactor.url.remote.prefix}/${reactor.name}
se.gawell.ktvstore:kvtstore-core;scm:git:ssh://niklasg@git.code.sf.net/p/kvtstore/code
se.jguru.nazgul.core.persistence.api:nazgul-core-persistence-api;${scm.url}
ru.yoomoney.sdk.auth:net;ssh://git@bitbucket.yooteam.ru/ma/money-auth-android.git
se.jguru.nazgul.core.cache.impl.inmemory:nazgul-core-cache-impl-inmemory;${scm.url}
se.jguru.nazgul.core.poms.core-api-parent:nazgul-core-api-parent;${scm.url}
se.jguru.nazgul.core.algorithms.tree.api:nazgul-core-algorithms-tree-api;${scm.url}
se.gawell:setrace-common;scm:git:ssh://niklasg@git.code.sf.net/p/setrace/code
se.gawell:gawell-root;scm:git:/home/niklas/git/gawell-root
se.gawell:setrace-jersey-client;scm:git:ssh://niklasg@git.code.sf.net/p/setrace/code
se.jguru.nazgul.core.quickstart.model:nazgul-core-quickstart-model;${scm.url}
ru.yoomoney.sdk.2fa:2fa-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-2fa-sdk.git
se.vgregion.signer-service-schemas:signer-service-schemas-sdc-module-intsvc;scm:svn:https://oppna-program-signing-service.googlecode.com/svn/signer-service-schemas/tags/signer-service-schemas-system-1.2
ru.yoomoney.sdk.gui:compose-ui-lib;scm:git:ssh://git@bitbucket.yooteam.ru/ma/mobile-ui-lib-android.git
se.gawell:fakeriak;scm:git:ssh://niklasg@git.code.sf.net/p/fakeriak/code
ru.yoomoney.sdk.forms-sdk:forms-sdk-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-forms-sdk-sdk.git
se.jguru.nazgul.core.algorithms.api:nazgul-core-algorithms-api;${scm.url}
se.jguru.nazgul.core.xmlbinding.api:nazgul-core-xmlbinding-api;${scm.url}
ru.yoomoney.sdk.yoopinning:yoopinning-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-yoopinning-sdk.git
ru.yoomoney.sdk:march;scm:git:ssh://git@bitbucket.yooteam.ru/ma/march.git
se.vgregion.signer-service-schemas:signer-service-schemas-sdc;scm:svn:https://oppna-program-signing-service.googlecode.com/svn/signer-service-schemas/tags/signer-service-schemas-system-1.2
ru.yoomoney.sdk:ui-lib;ssh://git@bitbucket.yamoney.ru/ma/mobile-ui-lib-android.git
se.jguru.nazgul.core.osgi.launcher.impl.felix:nazgul-core-osgi-launcher-impl-felix;${scm.url}
se.jguru.nazgul.core.algorithms.event.api:nazgul-core-algorithms-event-api;${scm.url}
ru.yoomoney.sdk.logging:logging-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-logging-sdk.git
se.gawell:setrace-logging;scm:git:ssh://niklasg@git.code.sf.net/p/setrace/code
se.vgregion.my-usd-issues:my-usd-issues-system;svn://vgr-utv-win01.vgregion.se/tags/my-usd-issues-system-1.4
ru.yoomoney.sdk.payment-contract-sdk:payment-contract-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-payment-contract-sdk-sdk.git
se.vgregion.my-usd-issues:my-usd-issues-core;svn://vgr-utv-win01.vgregion.se/tags/my-usd-issues-system-1.4
ru.yoomoney.sdk.sharedPublicationSample:sharedPublicationSample-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-sharedPublicationSample-sdk.git
se.jguru.nazgul.core.algorithms.event.spi.eventbus:nazgul-core-algorithms-event-spi-eventbus;${scm.url}
se.jguru.nazgul.core.cache.impl.ehcache:nazgul-core-cache-impl-ehcache;${scm.url}
se.jguru.nazgul.test.blueprint:nazgul-core-blueprint-test;${scm.url}
se.gawell.ktvstore:kvtstore-spring;scm:git:ssh://niklasg@git.code.sf.net/p/kvtstore/code
se.jguru.nazgul.core.reflection.api:nazgul-core-reflection-api;${scm.url}
se.jguru.nazgul.core.quickstart.impl.nazgul:nazgul-core-quickstart-impl-nazgul;${scm.url}
ru.yoomoney.sdk.core-api:core-api-android-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/ma/mobile-core-api-sdk.git
ru.yoomoney.sdk.qr-sdk:qr-sdk;scm:git:ssh://git@bitbucket.yooteam.ru/projects/MA/repos/mobile-qr-sdk-sdk.git
se.gawell.ktvstore:kvtstore;scm:git:ssh://niklasg@git.code.sf.net/p/kvtstore/code
org.t-io:tio-websocket-server;svn://gitee.com/tywo45/t-io
ru.playa.keycloak:keycloak-banks-providers;scm:git:git@gitverse.ru:playa.ru/keycloak-russian-bank-providers.git
com.github.lltyk:dojo-shrinksafe;scm:svn:https://svn.dojotoolkit.org/src/maven/tags/dojo-maven-1.7.2
org.dojotoolkit:dojo-shrinksafe;scm:svn:https://svn.dojotoolkit.org/src/maven/tags/dojo-maven-1.9.0
org.jvnet.sorcerer:sorcerer-javac;scm:svn:https://sorcerer.dev.java.net/svn/sorcerer/tags/sorcerer-0.8
pl.decerto:hyperon-runtime-rest;ssh://gerrit.decerto.pl:29418/decerto/products/mpp.git/hyperon-runtime-rest
pl.decerto:hyperon-runtime;ssh://gerrit.decerto.pl:29418/decerto/products/mpp.git/hyperon-runtime
pl.decerto:hyperon-persistence;ssh://gerrit.decerto.pl:29418/decerto/products/mpp.git/hyperon-persistence
pl.decerto:hyperon-liquibase-maven-plugin;ssh://git@gitlab.decerto.com:7022/hyperon/product/hyperon-liquibase-maven-plugin.git
pircbot:pircbot;.
org.zstacks:zbus;git@git.oschina.net:rushmore/zbus.git
org.zbus:zbus-client;git@git.oschina.net:rushmore/zbus.git
org.zeroturnaround:velocity-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:struts1-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:jr-sdk;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-3.0-M1
org.zeroturnaround:jboss-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zbus:zbus-server;git@git.oschina.net:rushmore/zbus.git
org.zeroturnaround:jr-utils;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:guice-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:wicket-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:jr-servlet-integration;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:spring-mvc-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zbus:zbus-remoting;git@git.oschina.net:rushmore/zbus-remoting.git
org.zstacks:znet;git@git.oschina.net:rushmore/znet.git
org.zeroturnaround:log4j-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:aspectj-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:fileservlet-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:tapestry4-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:jr-integration;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zeroturnaround:catalina-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.zbus:zbus;git@git.oschina.net:rushmore/zbus.git
org.zeroturnaround:jasper-jr-plugin;svn+ssh://ngra.de/var/zt-svnroot/jr-root/tags/jr-pom-2.1.1
org.beykery:neuroph;git@git.oschina.net:beykery/neuroph.git
org.openmuc:jasn1;none
org.xhtmlrenderer:flying-saucer-swt;${project.parent.scm.url}
org.xhtmlrenderer:flying-saucer-fop;${project.parent.scm.url}
org.snmp4j:snmp4j;scm:git:git@snmp.app:snmp4j.git
org.snmp4j:snmp4j-agent;scm:git:git@nmp.app:snmp4j-agent.git
org.bouncycastle:bcpkix-fips;bcgit@git.bouncycastle.org:bc-fips-libs-2.1.X-java.git
com.eaio.uuid:uuid;scm:svn:svn://johannburkard.de/com.eaio.uuid/trunk
net.sourceforge.winstone:winstone-lite;:pserver:anonymous@winstone.cvs.sourceforge.net:/cvsroot/winstone
org.webjars.npm:is-webview;git@gitlab.prototype0.net:freebird/is-webview
org.apache.tamaya:tamaya-api; https://gitbox.apache.org/repos/asf?p=incubator-tamaya.git 
org.mortbay.jetty:jsp-api-2.1-glassfish;scm:svn:https://svn.codehaus.org/jetty/jsp/tags/jetty-jsp-9.1.1.B60.25.p2
com.caucho:quercus;svn://svn.caucho.com/home/svn/svnroot/resin/trunk/modules/quercus
org.apache.openejb:arquillian-tomee-remote;scm:git:https://git-wip-us.apache.org/repos/asf/tomee.git
org.apache.openejb:arquillian-tomee-embedded;scm:git:https://git-wip-us.apache.org/repos/asf/tomee.git
org.apache.openejb:tomee-jaxrs;scm:git:https://git-wip-us.apache.org/repos/asf/tomee.git
org.t-io:tio-http-common;svn://gitee.com/tywo45/t-io
org.t-io:tio-parent;svn://gitee.com/tywo45/t-io
org.t-io:tio-websocket-common;svn://gitee.com/tywo45/t-io
org.t-io:tio-webpack-core;svn://gitee.com/tywo45/tio-webpack
org.t-io:tio-core-spring-boot-starter;svn://gitee.com/tywo45/t-io
org.t-io:tio-zoo-parent;svn://gitee.com/tywo45/t-io
org.t-io:tio-utils;svn://gitee.com/tywo45/t-io
org.t-io:tio-flash-policy-server;svn://gitee.com/tywo45/t-io
org.t-io:tio-websocket-client;svn://gitee.com/tywo45/t-io
org.t-io:tio-http-server;svn://gitee.com/tywo45/t-io
org.t-io:tio-http-parent;svn://gitee.com/tywo45/t-io
org.t-io:tio-websocket-spring-boot-starter;svn://gitee.com/tywo45/t-io
org.t-io:tio-websocket-parent;svn://gitee.com/tywo45/t-io
org.t-io:tio-spring-boot-common;svn://gitee.com/tywo45/t-io
org.testtoolinterfaces:cmdlineinterface;ssh://ttinterfaces.git.sourceforge.net/gitroot/ttinterfaces/java-cmdlineinterface
org.t-io:tio-spring-boot-parent;svn://gitee.com/tywo45/t-io
org.tindalos.principle:principle;origin
com.github.atool:generator;git@gitee.com:fluent-mybatis/generator.git
net.oschina.j2cache:j2cache-core;git@gitee.com:ld/J2Cache.git
com.github.atool:db-feature;git@gitee.com:fluent-mybatis/generator.git
org.stormpx.partialtcp:net-netty;private
org.stormpx.partialtcp:net-core;private
com.caucho:resin;svn://svn.caucho.com/home/svn/svnroot/resin/trunk
org.spincast:spincast-plugins-config;git@github.com:spincast
org.spincast:spincast-plugins-openapi-bottomup-parent;git@github.com:spincast
org.spincast:spincast-plugins-config-parent;git@github.com:spincast
org.spincast:spincast-plugins-attempts-limiter-parent;git@github.com:spincast
org.spincast:spincast-plugins-variables-addon-parent;git@github.com:spincast
org.spincast:spincast-plugins-forms-protection-tests;git@github.com:spincast
org.spincast:spincast-plugins-http-caching;git@github.com:spincast
org.spincast:spincast-demos-quick;git@github.com:spincast
org.spincast:spincast-plugins-request-tests;git@github.com:spincast
org.spincast:spincast-plugins-http-client-parent;git@github.com:spincast
org.spincast:spincast-core-parent;git@github.com:spincast
org.spincast:spincast-plugins-swagger-ui-tests;git@github.com:spincast
org.spincast:spincast-plugins-hotswap-parent;git@github.com:spincast
org.spincast:spincast-plugins-session-parent;git@github.com:spincast
org.spincast:spincast-plugins-attempts-limiter;git@github.com:spincast
org.spincast:spincast-plugins-forms-protection-parent;git@github.com:spincast
org.spincast:spincast-plugins-crypto-tests;git@github.com:spincast
org.spincast:spincast-plugins-variables-addon;git@github.com:spincast
org.spincast:spincast-testing-parent;git@github.com:spincast
org.spincast:spincast-plugins-http-caching-parent;git@github.com:spincast
org.spincast:spincast-plugins-session;git@github.com:spincast
org.spincast:spincast-plugins-undertow;git@github.com:spincast
org.spincast:spincast-demos-supercalifragilisticexpialidocious;git@github.com:spincast
org.spincast:spincast-plugins-attempts-limiter-tests;git@github.com:spincast
org.spincast:spincast-plugins-http-client-with-websocket;git@github.com:spincast
org.spincast:spincast-parent;git@github.com:spincast
org.spincast:spincast-quickstart;git@github.com:spincast
org.spincast:spincast-core-tests;git@github.com:spincast
org.spincast:spincast-plugins-watermarker-tests;git@github.com:spincast
org.spincast:spincast-plugins-openapi-bottomup-tests;git@github.com:spincast
org.spincast:spincast-plugins-css-autoprefixer-tests;git@github.com:spincast
org.spincast:spincast-plugins-request-parent;git@github.com:spincast
org.spincast:spincast-plugins-openapi-bottomup;git@github.com:spincast
org.spincast:spincast-plugins-scheduledtasks-parent;git@github.com:spincast
org.spincast:spincast-demos-better;git@github.com:spincast
org.spincast:spincast-plugins-jdbc;git@github.com:spincast
org.spincast:spincast-plugins-process-utils;git@github.com:spincast
org.spincast:spincast-plugins-css-autoprefixer;git@github.com:spincast
org.spincast:spincast-testing-core;git@github.com:spincast
org.spincast:spincast-framework;git@github.com:spincast
org.spincast:spincast-plugins-jackson-xml-testing;git@github.com:spincast
org.spincast:spincast-plugins-date-formatter-tests;git@github.com:spincast
org.spincast:spincast-testing-default;git@github.com:spincast
org.spincast:spincast-plugins-locale-resolver;git@github.com:spincast
org.spincast:spincast-plugins-pebble-parent;git@github.com:spincast
org.spincast:spincast-plugins-timezone-resolver-tests;git@github.com:spincast
org.spincast:spincast-plugins-crypto;git@github.com:spincast
org.spincast:spincast-plugins-date-formatter-parent;git@github.com:spincast
org.spincast:spincast-plugins-date-formatter;git@github.com:spincast
org.spincast:spincast-plugins-response-tests;git@github.com:spincast
org.spincast:spincast-plugins-jackson-json-parent;git@github.com:spincast
org.spincast:spincast-plugins-session-tests;git@github.com:spincast
org.spincast:spincast-plugins-logback-utils-parent;git@github.com:spincast
org.spincast:spincast-default;git@github.com:spincast
org.spincast:spincast-plugins-templating-addon-tests;git@github.com:spincast
org.spincast:spincast-plugins-jackson-json;git@github.com:spincast
org.spincast:spincast-plugins-validation;git@github.com:spincast
org.spincast:spincast-plugins-config-tests;git@github.com:spincast
org.spincast:spincast-demo-apps;git@github.com:spincast
org.spincast:spincast-plugins-validation-tests;git@github.com:spincast
org.spincast:spincast-plugins-jdbc-parent;git@github.com:spincast
org.spincast:spincast-plugins-watermarker;git@github.com:spincast
org.spincast:spincast-plugins-locale-resolver-tests;git@github.com:spincast
org.spincast:spincast-plugins-hotswap;git@github.com:spincast
org.spincast:spincast-plugins-scheduledtasks;git@github.com:spincast
org.spincast:spincast-plugins-variables-addon-tests;git@github.com:spincast
org.spincast:spincast-demos-sum;git@github.com:spincast
org.spincast:spincast-website;git@github.com:spincast
org.spincast:spincast-plugins-undertow-tests;git@github.com:spincast
org.spincast:spincast-plugins-flyway-utils-tests;git@github.com:spincast
org.spincast:spincast-plugins-http-client-testing;git@github.com:spincast
org.spincast:spincast-plugins-response-parent;git@github.com:spincast
org.spincast:spincast-plugins-jdbc-tests;git@github.com:spincast
org.spincast:spincast-plugins-dictionary-parent;git@github.com:spincast
org.spincast:spincast-plugins-css-yuicompressor-tests;git@github.com:spincast
org.spincast:spincast-plugins-scheduledtasks-tests;git@github.com:spincast
org.spincast:spincast-plugins-flyway-utils-parent;git@github.com:spincast
org.spincast:spincast-plugins-cookies-parent;git@github.com:spincast
org.spincast:spincast-plugins-http-client;git@github.com:spincast
org.spincast:spincast-plugins-crons;git@github.com:spincast
org.spincast:spincast-core;git@github.com:spincast
org.spincast:spincast-plugins-timezone-resolver-parent;git@github.com:spincast
org.spincast:spincast-plugins-templating-addon-parent;git@github.com:spincast
org.spincast:spincast-plugins-crypto-parent;git@github.com:spincast
org.spincast:spincast-plugins-logback-utils-tests;git@github.com:spincast
org.spincast:spincast-plugins-pebble-tests;git@github.com:spincast
org.spincast:spincast-plugins-undertow-parent;git@github.com:spincast
org.spincast:spincast-plugins-routing-parent;git@github.com:spincast
org.spincast:spincast-plugins-http-caching-tests;git@github.com:spincast
org.spincast:spincast-plugins-watermarker-parent;git@github.com:spincast
org.spincast:spincast-plugins-forms-protection;git@github.com:spincast
org.spincast:spincast-plugins-routing-testing;git@github.com:spincast
